topic,category,participant_id,descriptions,difficulty_rating,image,is_data_visualization,languages,minivlat_answers,minivlat_time,reaction_times,self_understanding,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,CLIPScore,colour_terms,numbers_raw_count,hedge_terms,trend_terms
Great Southern Group,Great Southern Group / Fall,0091af143849d9b6fb0d4034,"The graph shows total and net assets by year from 1999 to 2008 in AU$000. Values are: 1999 total assets (ta) 175,000, net assets (na)100,000. 2000 ta 205,000, na 190,000; 2001 ta 200,000, na 197,000; 2002 ta 200,000, na 198,000; 2003 ta 250,000, na 205,000; 2004 ta 600,000, na 400,000; 2005 ta 1,000,000, na 760,000; 2006 ta 1,600,000, na 760,000; 2007 ta 1,700,000, na 760,000; 2008 ta 1,800,000, na 750,000.",3,prolific/train-0-105181.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333,379739,3,20.09695,Great Southern Group,0,first,9,99,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",410,25,70,0.42,0.6888888889,0.3244651556,0.6493719816,0,0.3171207309,0.8496,0,57,0,0
Normally distributed and uncorrelated does not imply independent,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,0091af143849d9b6fb0d4034,"The image is of a graph with small circles used to plot the data. Both the Y and X axis have the same units, ranging from -3 to 3, for 7 values. The overall visual image is of the letter X, which is fainter near the end values of -3 and 3, and very bold from -2 to 2.",3,prolific/train-0-236684.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333,159423,3,20.09695,Normally distributed and uncorrelated does not imply independent,1,first,9,66,"Joint range of
  
  
  
  X
  
  
  {\displaystyle X}
  
  and
  
  
  
  Y
  
  
  {\displaystyle Y}
  
 . Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",267,24,9,0.55,0.6666666667,0.4099160433,0.157949388,0,0.216137737,0.8105,0,7,0,0
Cloture,Cloture / United States / Procedure,0091af143849d9b6fb0d4034,"This is a line graph showing three values: cloture invoked, votes on cloture and cloture motions filed. Data values from 1917-1964 are very small, usually zero, but never higher than 5. Starting in 1965 values increase with peaks in 1973, 1987, 1997 and 2007. Motions filed is always largest (or equal to other values) Votes on Cloture is next largest, and Cloture invoked is smallest. In the peak year, 2007, values were 140, 110 and 60.",5,prolific/train-0-76637.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.404683333,294267,3,20.09695,Cloture,2,first,9,93,"Cloture voting in the United States Senate , 1917−2014.[43]","Number of cloture motions filed, voted on, and invoked by the U.S. Senate, 1917−2014.",439,13,18,0.4905660377,0.5576923077,0.502928257,0.5673117638,0,0.7984388471,1.018,0,12,0,5
Bootham Crescent,Bootham Crescent / Records,67bc0ef1ba6bdf3eac29a04b,A chart showing York City's highest and average league attendance declining gradually between 1932 and 2015.,3,prolific/train-0-62319.png,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.3428,54648,5,7.893133333,Bootham Crescent,0,first,10,18,York City's highest and average league attendances at Bootham Crescent from the 1932–33 season,Graph showing the highest and average league attendances at the Bootham Crescent association football ground,108,15,15,0.7142857143,0.5277777778,0.6782772541,0.4472973943,0,0.6697953343,0.8066,0,2,0,2
Bishop Auckland,Bishop Auckland / Demography,67bc0ef1ba6bdf3eac29a04b,"A chart comparing the breakdown in population by age for the following regions: England and Wales, County Durham, and Bishop Auckland. All three regions have similar breakdowns across ages with all three peaking between the ages of 30-54.",4,prolific/train-0-245143.png,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.3428,85654,5,7.893133333,Bishop Auckland,1,first,10,43,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",238,32,71,0.7045454545,0.875,0.7350649834,0.7512217164,0,0.7968633175,0.854,0,2,0,1
InflateSail,InflateSail / Altitude loss,67bc0ef1ba6bdf3eac29a04b,A chart showing the altitude of InflateSail declining gradually from 470 km to 390 km during August 2017.,1,prolific/train-0-183840.jpg,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.3428,43256,5,7.893133333,InflateSail,2,first,10,19,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,105,11,8,0.5,0.5294117647,0.432185322,0.4502781034,0,0.9874690771,0.816,0,3,0,1
InflateSail,InflateSail / Altitude loss,efe6ccbfe2bf8e8c2f6f048d,There is a downward trajectory line right left to right. The x-axis or height indicates the mean height in kilometers and the y-axis represents a specific time.,2,prolific/train-0-183840.jpg,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.087766667,63004,5,10.76643333,InflateSail,0,first,9,29,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,160,11,8,0.3333333333,0.3529411765,0.214755252,0.2376864702,0,0.9874690771,0.7334,0,0,1,1
InflateSail,InflateSail / Altitude loss,efe6ccbfe2bf8e8c2f6f048d,There is a downward trajectory line left to right starting at 480km to 390km. The x-axis or height indicates the mean height in kilometers and the y-axis represents a specific time in August 2017.,2,prolific/train-0-183840.jpg,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.087766667,28892,5,10.76643333,InflateSail,0,second,9,36,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,196,11,8,0.45,0.4736842105,0.4922620654,0.529704988,0,0.9874690771,0.766,0,1,1,1
Federal political financing in Canada,Federal political financing in Canada / Private funding / Cost of fundraising,efe6ccbfe2bf8e8c2f6f048d,There are three bars that each represent a different political party in Canada. The height of the bar represents the amount in millions. The Conversative Party has raised $17.7 million dollars with $7 million in fundraising expenses. The Liberal Party has raised $9.06 million dollars with $2 million in fundraising expenses. The New Democratic Party has raised $4.01 million dollars with $2 million in fundraising expenses. The total of all three parties combined is $30.77 million dollars raised with $11.19 million being expenses.,3,prolific/train-0-14152.png,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.087766667,143549,5,10.76643333,Federal political financing in Canada,1,first,9,97,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,533,24,15,0.5869565217,0.65,0.7174862623,0.7025758028,0,0.9816362858,0.6426,0,13,0,4
European debt crisis,European debt crisis / Evolution of the crisis / Portugal,efe6ccbfe2bf8e8c2f6f048d,"The graph represents Portugal's Debt in percent of GDP vs Eurozone's average. There is a data point for every year from 1999 to 2019. Portugal starts off at 51%, lower than Eurozone. Between 2006-2008, both Portugal and Eurozone are about the same, hovering near 70%. However, Portugal rises beyond Eurozone to a peak of 130 in 2013, and has since dropped by 1 every year. Eurozone has stayed steady below 100 and is dropping consistently since 2013.",4,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': 'Skip', 'question11': '1 to 3', 'question12': 'False', 'question2': 'USA', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.087766667,156540,5,10.76643333,European debt crisis,2,first,9,92,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,451,9,6,0.5333333333,0.4,0.7741143703,0.7132707238,0,0.9336457253,0.8564,0,11,1,5
Federal political financing in Canada,Federal political financing in Canada / Private funding / Cost of fundraising,fb3f405c3c1127296f38fc6f,"There are a total of eighth bars represented as four in the front and four directly behind. The four bars in the front represent fundraising expenses, and the four bars in the back represent subsidized contributions raised. Each pairing represents a party: conservative, liberal, and new democratic. The last pairing in the total of the three parties. The increment is by the $5 million, and the maximum is $30 million.",1,prolific/train-0-14152.png,FALSE,Taishanese Chinese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.237966667,125997,2,9.7205,Federal political financing in Canada,0,first,11,82,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,419,24,15,0.5454545455,0.5641025641,0.6036467552,0.5848658085,0,0.9816362858,0.7188,0,2,0,2
Great Southern Group,Great Southern Group / Fall,fb3f405c3c1127296f38fc6f,"This is a graph that shows the yearly total values: total asset and net assets. It is in increments of 200,000, with the maximum being 2,000,000.",3,prolific/train-0-105181.jpg,FALSE,Taishanese Chinese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.237966667,138218,2,9.7205,Great Southern Group,1,first,11,30,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",145,25,70,0.5789473684,0.8055555556,0.2392946482,0.5993816853,0,0.3171207309,0.8394,0,5,0,2
